Time,Time Code,Country Name,Country Code,GDP per capita growth (annual %),"GDP per capita, PPP (current international $)",CO2 emissions (metric tons per capita),CO2 emissions (kg per PPP $ of GDP),"Life expectancy at birth, total (years)","Life expectancy at birth, male (years)","Life expectancy at birth, female (years)",CO2 intensity (kg per kg of oil equivalent energy use),Coverage of social protection and labor programs (% of population),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),CPIA social protection rating (1=low to 6=high),Adjusted savings: carbon dioxide damage (% of GNI),"Intentional homicides (per 100,000 people)","Internally displaced persons, total displaced by conflict and violence (number of people)",CPIA quality of public administration rating (1=low to 6=high),Proportion of people living below 50 percent of median income (%),Multidimensional poverty headcount ratio (% of total population),CO2 emissions from gaseous fuel consumption (kt),CO2 emissions from liquid fuel consumption (kt),CO2 emissions from solid fuel consumption (kt),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total greenhouse gas emissions (kt of CO2 equivalent)
2018,YR2018,Ecuador,ECU,-0.608002129,11885.74545,2.358919471,0.198466262,77.094,74.623,79.604,..,31.99717659,28.44479093,..,1.503396818,5.841673659,..,..,19.3,37.86,..,..,..,..,..,72672.14
2018,YR2018,"Egypt, Arab Rep.",EGY,3.33314698,11041.38689,2.389742354,0.21643498,71.367,68.875,73.927,..,..,..,..,3.989922089,..,3200,..,..,..,..,..,..,..,..,344822.8
2018,YR2018,El Salvador,SLV,2.2543629,9022.725378,1.085090647,0.120261961,72.555,67.352,77.488,..,82.78572615,30.56951058,..,1.086757622,53.31130352,..,..,15.3,33.8,..,..,..,..,..,11825.42
2018,YR2018,Estonia,EST,3.423619058,36249.35815,11.59195659,0.319783775,78.24390244,74,82.7,..,..,..,..,2.002326413,2.117766739,..,..,9.9,24.4,..,..,..,..,..,18029.48
2018,YR2018,Ethiopia,ETH,3.998440256,2116.848258,0.155175805,0.073305115,65.412,62.606,68.397,..,21.66355774,8.253488412,3.5,0.805131947,..,2137000,4,..,..,..,..,..,3,3.5,148515.7
2018,YR2018,Fiji,FJI,3.814949115,13629.17212,1.771030559,0.129944104,67.81,66.031,69.664,..,..,..,..,1.223035332,..,..,..,..,..,..,..,..,..,..,2300.599
2018,YR2018,Finland,FIN,1.00565417,49580.6052,8.082875157,0.163024939,81.73414634,79.1,84.5,..,..,..,..,0.630957102,1.559253161,..,..,6.8,16.5,..,..,..,..,..,55490.25
2018,YR2018,France,FRA,1.500539123,46537.47404,4.572028782,0.098244025,82.67560976,79.7,85.8,..,..,..,..,0.4212626,1.082799845,..,..,10,17.4,..,..,..,..,..,422743.6
2018,YR2018,Gabon,GAB,-1.544872184,14595.00234,2.336802901,0.1601098,66.306,64.115,68.789,..,..,..,..,1.273218091,..,..,..,..,..,..,..,..,..,..,12392.69
2018,YR2018,Georgia,GEO,4.883854929,14593.92448,2.567710769,0.175943816,73.341,68.495,78.153,..,63.55440201,34.06252614,..,2.216964938,2.359287707,293000,..,14.6,..,..,..,..,..,..,17142.1
2018,YR2018,Germany,DEU,0.678212594,55235.3663,8.536204387,0.154542369,80.89268293,78.6,83.3,..,..,..,..,0.674875043,0.950580714,..,..,10.2,18.7,..,..,..,..,..,800955.1
2018,YR2018,Ghana,GHA,3.96954738,5247.692258,0.604946946,0.115278663,64.122,62.215,66.049,..,..,..,3.5,1.138721467,1.619661892,5000,3.5,..,47.8,..,..,..,3.5,4,35832.27
2018,YR2018,Gibraltar,GIB,..,..,..,..,82.154,80.018,84.226,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,YR2018,Greece,GRC,1.874903163,29617.54834,6.058130519,0.204545307,81.78780488,79.3,84.4,..,..,..,..,1.214716513,0.931039984,..,..,13.8,31.8,..,..,..,..,..,84063.15
2018,YR2018,Greenland,GRL,0.888888638,..,..,..,71.88658537,69.75,74.13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,YR2018,Guatemala,GTM,1.765136399,8671.443375,1.12057601,0.129226008,72.726,69.896,75.571,..,..,..,..,0.999298836,28.89584147,242000,..,..,..,..,..,..,..,..,33757.11
2018,YR2018,Guinea,GIN,3.697806527,2530.768638,0.298888144,0.118101726,59.349,58.326,60.298,..,..,..,3,1.283284376,..,..,3,9.7,..,..,..,..,2.5,3.5,26617.96
2018,YR2018,Haiti,HTI,0.293353843,3273.521318,0.298729952,0.091256455,64.019,61.231,66.919,..,..,..,2,0.780948973,6.746926947,..,2.5,..,..,..,..,..,2.5,2.5,10397.23
2018,YR2018,Honduras,HND,2.084618588,5694.121701,1.026136416,0.180209779,72.814,70.461,75.318,..,..,..,3.5,1.775769626,38.09922546,190000,3,24.5,..,..,..,..,3,3.5,22162.89
2018,YR2018,"Hong Kong SAR, China",HKG,2.027206336,62513.95681,..,..,84.93414634,82.3,87.7,..,..,..,..,0.454552737,0.641577854,..,..,..,..,..,..,..,..,..,..
2018,YR2018,Hungary,HUN,5.496002669,31913.07466,4.746120019,0.148720237,76.06585366,72.7,79.6,..,..,..,..,1.178341728,0.879673232,..,..,10.9,19.6,..,..,..,..,..,61005.79
2018,YR2018,Iceland,ISL,2.117008392,57211.30031,4.807765911,0.08403525,82.86097561,81.3,84.5,..,..,..,..,0.267210308,0.849988383,..,..,..,11,..,..,..,..,..,2910.89
2018,YR2018,India,IND,5.302408679,6589.913808,1.791030737,0.271783636,70.71,69.367,72.142,..,..,..,..,3.592510919,2.993783858,479000,..,..,..,..,..,..,..,..,3388915
2018,YR2018,Indonesia,IDN,4.162984291,11669.71728,2.160475982,0.185135246,70.338,68.311,72.403,..,57.1256427,3.518007426,..,2.235508489,..,16000,..,..,..,..,..,..,..,..,958076.1
2018,YR2018,"Iran, Islamic Rep.",IRN,-3.523944251,14978.43347,7.44507301,0.497052848,76.195,73.519,79.091,..,..,..,..,7.493479714,..,..,..,14.9,..,..,..,..,..,..,925524.8
2018,YR2018,Iraq,IRQ,0.182367803,10233.83233,4.019396069,0.392755708,71.514,69.559,73.293,..,..,..,..,2.833174209,..,1962000,..,..,..,..,..,..,..,..,303534.4
2018,YR2018,Ireland,IRL,7.191314506,84555.6348,7.737673083,0.091509846,82.20487805,80.4,84.1,..,..,..,..,0.493243403,0.806700663,..,..,7.1,21.1,..,..,..,..,..,63695.3
2018,YR2018,Israel,ISR,2.084470629,39906.12468,6.8758387,0.172300336,82.80243902,80.9,84.8,..,..,..,..,0.63574029,1.371728649,..,..,20.5,..,..,..,..,..,..,84770.71
2018,YR2018,Italy,ITA,1.11781662,43036.24378,5.376940361,0.124939816,83.34634146,81.2,85.6,..,..,..,..,0.601803753,0.599558176,..,..,15.2,27.3,..,..,..,..,..,398029.5
2018,YR2018,Jamaica,JAM,1.764583024,10403.50501,3.062412979,0.29436358,71.793,69.695,73.903,..,..,..,..,2.228845787,45.84195019,..,..,..,..,..,..,..,..,..,10161.2
2018,YR2018,Japan,JPN,0.711770198,42116.47435,8.801704899,0.208984846,84.21097561,81.25,87.32,..,..,..,..,0.836024386,0.264542164,..,..,..,..,..,..,..,..,..,1204368
2018,YR2018,Jordan,JOR,-0.463137723,9813.481906,2.368768622,0.241379018,75.774,73.677,78.172,..,..,..,..,2.248824003,0.898673123,..,..,..,..,..,..,..,..,..,36205.07
2018,YR2018,Kazakhstan,KAZ,2.74053638,26154.60194,11.85157819,0.453135484,73.15,68.84,77.19,..,..,..,..,5.395591916,..,..,..,3.8,..,..,..,..,..,..,278541.2
2018,YR2018,Kenya,KEN,3.522084435,4571.478085,0.350203062,0.07660609,62.676,60.288,65.158,..,..,..,3.5,0.754563621,3.140933381,162000,3.5,..,..,..,..,..,3,3.5,68700.53
2018,YR2018,"Korea, Dem. People's Rep.",PRK,..,..,1.970824805,..,73.031,70.307,75.632,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73474.53
2018,YR2018,"Korea, Rep.",KOR,2.462246216,43044.29176,12.22521258,0.284014722,82.62682927,79.7,85.7,..,..,..,..,1.426711723,0.597946084,..,..,..,..,..,..,..,..,..,715499.2
2018,YR2018,Kosovo,XKX,3.056664741,11012.10966,..,..,78.696,76.353,81.028,..,..,..,3.5,4.039349824,2.573156596,16000,3,..,56.7,..,..,..,3,3,..
2018,YR2018,Kuwait,KWT,-2.128275932,50112.25997,21.16830759,0.42241774,79.722,78.232,82.281,..,..,..,..,2.287642103,0.857039847,..,..,..,..,..,..,..,..,..,133836.4
2018,YR2018,Kyrgyz Republic,KGZ,1.713209106,5255.783473,1.778911242,0.338467376,71.4,67.4,75.6,..,..,..,3.5,5.495697771,2.918770151,..,3,3.8,..,..,..,..,3,3,18061.6
2018,YR2018,Lao PDR,LAO,4.646555619,7726.617001,2.724529719,0.352616121,67.634,65.793,69.572,..,2.159223457,133.0274424,2.5,4.370269506,..,..,3,10.3,..,..,..,..,2.5,3.5,29899.16
2018,YR2018,Latvia,LVA,4.805259633,30877.04193,4.039697505,0.130831752,74.78292683,70.1,79.7,..,..,..,..,0.900738821,4.339671234,..,..,11.9,28.4,..,..,..,..,..,11878.58
2018,YR2018,Lebanon,LBN,0.914540816,18400.26671,4.669610453,0.253779498,79.729,77.784,81.455,..,..,..,..,2.024165222,2.890348739,11000,..,..,..,..,..,..,..,..,34676.75
2018,YR2018,Lesotho,LSO,-1.175931228,2602.168342,0.332754478,0.127875846,53.733,50.992,56.591,..,..,..,3,0.998721455,..,..,3,..,..,..,..,..,3,3.5,2527.254
2018,YR2018,Liberia,LBR,-0.76155482,1558.087849,0.230683126,0.148055276,60.853,59.525,62.164,..,..,..,2.5,1.482773548,..,..,2,..,..,..,..,..,2.5,3,2065.16
2018,YR2018,Libya,LBY,6.282836896,26348.96072,8.740862822,0.331734633,72.794,70.017,75.877,..,..,..,..,2.883592965,..,221000,..,..,..,..,..,..,..,..,121569.8
2018,YR2018,Liechtenstein,LIE,..,..,3.727167963,..,83.04146341,80.7,85.5,..,..,..,..,0.079292277,2.619103743,..,..,..,..,..,..,..,..,..,157.085
2018,YR2018,Lithuania,LTU,4.990353856,36376.18982,4.159315063,0.114341691,75.6804878,70.9,80.7,..,..,..,..,0.876330583,3.198745535,..,..,13.2,28.3,..,..,..,..,..,18910.5
2018,YR2018,Luxembourg,LUX,-0.714325922,116965.5861,15.32708282,0.131039251,82.29512195,80.1,84.6,..,..,..,..,0.719481104,0.493491667,..,..,14.3,21.9,..,..,..,..,..,10308.89
2018,YR2018,"Macao SAR, China",MAC,4.43968499,131505.7046,..,..,84.928,82.349,87.439,..,..,..,..,0.194574732,0.307223909,..,..,..,..,..,..,..,..,..,..
2018,YR2018,North Macedonia,MKD,2.795615119,16796.38792,3.517166077,0.209400146,76.64878049,74.6,78.8,..,..,..,..,2.353757111,1.18287705,140,..,17.5,41.1,..,..,..,..,..,10362.86
2018,YR2018,Madagascar,MDG,0.592066851,1594.527151,0.124789633,0.078261216,65.27,63.2,67.432,..,..,..,3,0.986864927,..,2000,2.5,..,..,..,..,..,2.5,3,28950.74
2018,YR2018,Malawi,MWI,1.625495537,1513.744566,0.075348912,0.049776504,63.276,59.724,66.96,..,..,..,3.5,0.556428602,..,..,2.5,..,..,..,..,..,2.5,3.5,10392.9
2018,YR2018,Malaysia,MYS,3.472766705,27476.92011,7.543604916,0.274543322,75.644,73.293,78.267,..,..,..,..,2.754647244,0.996935996,..,..,17,..,..,..,..,..,..,302598.9
2018,YR2018,Maldives,MDV,4.30030192,20262.26277,4.294774154,0.211959257,80.013,79.21,81.074,..,..,..,3.5,1.711018335,..,..,3,..,..,..,..,..,2.5,3,2544.21
2018,YR2018,Mali,MLI,1.473176725,2237.78923,0.274587046,0.122704606,59.393,58.14,60.694,..,..,..,3,1.294080229,..,120000,2.5,9.2,..,..,..,..,3,3.5,42313.38
2018,YR2018,Malta,MLT,2.525593531,45561.4737,3.203474816,0.070311045,82.44878049,80.4,84.6,..,..,..,..,0.42822511,1.627385646,..,..,9.7,19,..,..,..,..,..,2044.551
2018,YR2018,Mauritania,MRT,2.056475342,5495.439826,0.862900612,0.15702121,65.31,63.594,67.075,..,..,..,3,1.944422505,1.241011012,..,3,..,..,..,..,..,3,3.5,13787.26
2018,YR2018,Mauritius,MUS,3.950023208,23573.53412,3.267122579,0.13859282,74.41634146,71.27,77.72,..,..,..,..,1.08321168,2.856301406,..,..,..,..,..,..,..,..,..,6742.294
2018,YR2018,Mexico,MEX,1.227050123,20448.92162,3.649326747,0.178460596,74.015,70.829,77.286,..,38.44753104,25.69824263,..,1.490826162,29.58137063,338000,..,16.9,41.9,..,..,..,..,..,654251
2018,YR2018,Moldova,MDA,6.150253306,12663.23105,3.154547332,0.249110777,70.492,65.921,75.232,..,60.10607174,50.61543524,3.5,2.786374207,5.283533169,..,3.5,3.8,..,..,..,..,2.5,4,13277.3
2018,YR2018,Monaco,MCO,5.999192023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,YR2018,Mongolia,MNG,5.430572573,12340.22442,6.809659067,0.551826193,71.199,66.811,75.829,..,..,..,3.5,7.06905238,6.194707886,..,3,9.9,..,..,..,..,3,3.5,52641.02
2018,YR2018,Montenegro,MNE,5.102544398,21513.42634,4.018308431,0.186781425,76.84146341,74.5,79.3,..,..,..,..,1.757951337,2.217103528,..,..,19.9,31.4,..,..,..,..,..,3736.383
2018,YR2018,Morocco,MAR,1.899445896,8264.929688,1.80818816,0.215586084,73.986,72.028,76.086,..,..,..,..,2.029136069,1.419524999,..,..,..,..,..,..,..,..,..,86812.01
2018,YR2018,Mozambique,MOZ,0.439919453,1323.78513,0.236138146,0.178381023,60.526,57.721,63.234,..,..,..,3,1.870262944,..,14000,3,..,..,..,..,..,2.5,3.5,36118.52
2018,YR2018,Myanmar,MMR,5.641937103,4665.131222,0.62549446,0.134078642,66.465,63.407,69.676,..,..,..,2,1.980947785,2.756996191,401000,2.5,..,..,..,..,..,2.5,2.5,128140.6
2018,YR2018,Namibia,NAM,-0.668554293,10511.43048,1.756301753,0.167084942,62.586,58.931,66.176,..,..,..,..,1.257712163,19.78650116,..,..,..,..,..,..,..,..,..,11612.7
2018,YR2018,Nepal,NPL,6.401863287,3808.162443,0.532885027,0.139932326,68.979,67.231,70.719,..,..,..,3,1.785650458,2.21000584,..,3,..,..,..,..,..,3,3.5,45625.92
2018,YR2018,Netherlands,NLD,1.764937264,57826.6285,8.784029874,0.151902853,81.81219512,80.3,83.4,..,..,..,..,0.651230411,0.578501412,..,..,8.1,16.7,..,..,..,..,..,177262.1
2018,YR2018,New Caledonia,NCL,..,..,..,..,80.00309756,76.367,83.821,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,YR2018,New Zealand,NZL,1.524290743,42520.75442,6.602334408,0.155273219,81.70731707,80,83.5,..,..,..,..,0.620564142,1.55005884,..,..,..,..,..,..,..,..,..,81805.64
2018,YR2018,Nicaragua,NIC,-4.712051831,5771.299827,0.778122139,0.13482615,73.85,70.964,76.681,..,..,..,3.5,1.618061525,10.37699138,..,3,..,..,..,..,..,2.5,3,18272.4
2018,YR2018,Niger,NER,3.226030307,1221.772862,0.086514815,0.070810883,62.454,61.611,63.295,..,..,..,3,0.569883766,..,156000,3,8.2,..,..,..,..,3,3,40817.2
2018,YR2018,Nigeria,NGA,-0.590389272,5211.372976,0.553891409,0.106285121,52.554,52.331,52.77,..,20.48182595,9.57786381,4,1.070229833,..,2216000,2.5,13.2,..,..,..,..,3,3.5,299624.6
2018,YR2018,Norway,NOR,0.453550486,69808.32941,7.077182696,0.101380204,82.75853659,81.1,84.5,..,..,..,..,0.324807,0.47060418,..,..,8,16.2,..,..,..,..,..,47508
2018,YR2018,Oman,OMN,-0.018356673,35029.43773,16.43143235,0.469074967,77.966,76.534,79.898,..,..,..,..,3.423585123,0.282537662,..,..,..,..,..,..,..,..,..,99521.36
2018,YR2018,Pakistan,PAK,4.532445206,5235.594795,0.852465932,0.16282122,66.482,64.222,68.959,..,21.86358855,25.42713128,3.5,2.092601761,3.750486739,119000,3,3.5,..,..,..,..,3,3,421617.4
2018,YR2018,Palau,PLW,-0.04319725,18007.2459,14.04500672,0.779964176,..,..,..,..,..,..,..,3.199007643,11.1953875,..,..,..,..,..,..,..,..,..,283.919
2018,YR2018,Panama,PAN,1.963037847,31869.2188,2.414834146,0.075773246,77.863,74.826,81.024,..,75.91105193,17.46044353,..,0.652490002,9.627262872,..,..,22.3,..,..,..,..,..,..,17498.35
2018,YR2018,Papua New Guinea,PNG,-2.571319961,3957.278466,0.810270776,0.204754551,65.182,62.869,68.123,..,..,..,2.5,1.260800318,..,12000,3,..,..,..,..,..,3,2,22506.92
2018,YR2018,Paraguay,PRY,1.795951631,14179.34127,1.314879516,0.092732059,73.568,70.946,76.342,..,68.35523026,25.59001157,..,0.853697934,7.713405246,..,..,18.3,29.57,..,..,..,..,..,48492.87
2018,YR2018,Peru,PER,2.037249793,12999.55076,1.695133987,0.130399428,76.009,73.8,78.293,..,66.81237332,19.16547311,..,1.010673414,7.613974239,59000,..,19.3,..,..,..,..,..,..,97894.53
2018,YR2018,Philippines,PHL,4.548700918,8565.59071,1.276314688,0.149004865,71.689,69.815,73.556,..,..,..,..,1.414475343,5.204992711,301000,..,12.9,..,..,..,..,..,..,226935.6
2018,YR2018,Poland,POL,5.945420508,32027.60273,8.21361826,0.256454357,77.60243902,73.7,81.7,..,..,..,..,2.166848836,0.708695945,..,..,9.5,18.9,..,..,..,..,..,370610.1
2018,YR2018,Portugal,PRT,3.01412373,34928.54353,4.813832834,0.137819455,81.32439024,78.3,84.5,..,..,..,..,0.820383068,0.787184634,..,..,11.5,..,..,..,..,..,..,66431.83
2018,YR2018,Puerto Rico,PRI,-0.409307044,35040.69498,..,..,79.77,75.475,84.236,..,..,..,..,0.072348608,20.00440458,..,..,..,..,..,..,..,..,..,..
2018,YR2018,Qatar,QAT,-0.776739175,93646.64443,31.23428652,0.33353343,80.898,80.028,82.462,..,..,..,..,1.885313332,0.361437248,..,..,..,..,..,..,..,..,..,109179.4
2018,YR2018,Romania,ROU,6.653765808,29568.18681,3.861241442,0.130587698,75.35853659,71.7,79.2,..,..,..,..,1.233245491,1.275068939,..,..,18.1,32.5,..,..,..,..,..,102786.8
2018,YR2018,Russian Federation,RUS,2.815524107,28821.26172,11.49657817,0.392500682,72.66219512,67.75,77.82,..,..,..,..,4.024638318,8.214082865,2300,..,10.8,..,..,..,..,..,..,2419471
2018,YR2018,Rwanda,RWA,5.967417432,2099.426124,0.102732982,0.04893384,66.251,64.013,68.266,..,..,..,4,0.543756225,2.274213038,..,4,..,..,..,..,..,3.5,4,5256.935
2018,YR2018,Saudi Arabia,SAU,0.098979518,46935.98441,14.88533955,0.317141309,77.212,75.921,78.911,..,..,..,..,2.477565329,0.639668597,..,..,..,..,..,..,..,..,..,715225.3
2018,YR2018,Senegal,SEN,3.364821604,3449.340995,0.653397076,0.18942664,68.097,65.78,70.258,..,..,..,3,1.771411765,..,18000,3.5,10.5,..,..,..,..,3.5,3.5,27965.68
2018,YR2018,Serbia,SRB,5.067594881,17717.99113,6.606031217,0.372843127,75.8902439,73.5,78.4,..,..,..,..,3.760860552,1.412463959,..,..,17,34.3,..,..,..,..,..,61589.72
2018,YR2018,Sierra Leone,SLE,1.046662513,1648.628867,0.108786342,0.06598595,59.796,58.419,61.168,..,17.02348741,2.57274382,3,0.887028434,..,3000,3,7.5,..,..,..,..,3,3,6340.321
2018,YR2018,Singapore,SGP,3.175545099,100686.2371,8.405696656,0.083484068,83.29756098,81.2,85.5,..,..,..,..,0.560751575,0.154784479,..,..,..,..,..,..,..,..,..,66524.37
2018,YR2018,Slovak Republic,SVK,3.886398879,31214.59257,6.059241338,0.194115663,77.26585366,73.9,80.8,..,..,..,..,1.237619062,1.230092355,..,..,9.3,16.3,..,..,..,..,..,39877.9
2018,YR2018,Slovenia,SVN,4.076316305,38961.54435,6.785737362,0.174165,81.37804878,78.5,84.4,..,..,..,..,1.03283296,0.42736585,..,..,5.3,16.2,..,..,..,..,..,16970.62
2018,YR2018,Somalia,SOM,3.715160735,1124.735945,0.042774381,0.038030598,56.375,54.283,58.545,..,..,..,..,0.444149402,..,2648000,..,..,..,..,..,..,..,..,25449.33
2018,YR2018,South Africa,ZAF,0.285735635,14324.54504,7.574955788,0.52880952,65.674,62.203,68.74,..,..,..,..,4.331521956,36.66224942,..,..,..,..,..,..,..,..,..,549653.6
2018,YR2018,South Sudan,SSD,..,..,0.148864937,..,55.95,54.487,57.35,..,..,..,1,..,..,1869000,1,..,..,..,..,..,1.5,1,57315.36
2018,YR2018,Spain,ESP,1.837460464,40696.38768,5.492631121,0.13496606,83.43170732,80.7,86.3,..,..,..,..,0.707321741,0.617626377,..,..,15.7,26.1,..,..,..,..,..,324881
2018,YR2018,Sri Lanka,LKA,1.243075531,14081.61687,1.000982926,0.071084374,75.748,71.983,79.493,..,..,..,..,0.922720823,2.381756671,37000,..,..,..,..,..,..,..,..,33694.73
2018,YR2018,Sudan,SDN,-5.737812284,4453.113281,0.496723034,0.111545117,65.681,63.208,68.233,..,..,..,2.5,2.677687224,..,2072000,2,..,..,..,..,..,1.5,2,106250.1
2018,YR2018,Suriname,SUR,3.86010295,18878.84078,3.715637974,0.196814943,72.553,69.285,75.937,..,..,..,..,2.399324881,6.400382676,..,..,..,..,..,..,..,..,..,3905.811
2018,YR2018,Sweden,SWE,0.772577449,53521.63064,3.539296569,0.06612834,82.55853659,80.9,84.3,..,..,..,..,0.249082937,1.062751752,..,..,10.8,18,..,..,..,..,..,47188.48
2018,YR2018,Switzerland,CHE,2.10552472,71660.20684,4.402143727,0.061430799,83.75365854,81.9,85.7,..,..,..,..,0.207953032,0.587238095,..,..,11.2,..,..,..,..,..,..,46613.58
2018,YR2018,Syrian Arab Republic,SYR,-0.442849729,..,1.416740498,..,70.145,65.625,75.168,..,..,..,..,5.217367764,..,6119000,..,..,..,..,..,..,..,..,48251.7
2018,YR2018,Tajikistan,TJK,5.211017247,3486.438745,0.950588795,0.272653233,70.353,68.272,72.599,..,..,..,3,3.782485368,..,..,3,..,..,..,..,..,2,3,16624.24
2018,YR2018,Tanzania,TZA,2.140613114,2570.953613,0.206650171,0.082807111,66.535,64.475,68.649,..,..,..,4,0.836400547,4.706454038,..,3,..,..,..,..,..,2.5,3,81791.37
2018,YR2018,Thailand,THA,3.886439661,18091.161,3.613941283,0.199762817,78.662,74.315,83.149,..,71.8810091,..,..,2.08849599,..,41000,..,11.3,..,..,..,..,..,..,407141.1
2018,YR2018,Timor-Leste,TLS,-2.154900303,3144.170469,0.486192837,0.154633103,68.017,66.468,69.702,..,..,..,2.5,1.065176994,..,..,2,..,..,..,..,..,2.5,2,6093.993
2018,YR2018,Togo,TGO,2.446820775,2069.246648,0.287211656,0.138800107,60.244,59.829,60.646,..,..,..,3,1.269051218,..,..,3,15.8,..,..,..,..,3,4,7605.567
2018,YR2018,Tonga,TON,0.493856828,6438.099983,1.544460295,0.239893804,70.779,68.149,73.614,..,..,..,3,1.208011959,9.510178268,..,3.5,..,..,..,..,..,3.5,3,309.401
2018,YR2018,Trinidad and Tobago,TTO,-2.590546846,26144.87064,11.81557364,0.451927026,73.802,70.299,77.353,..,..,..,..,2.948951868,34.35880293,..,..,..,..,..,..,..,..,..,28688.27
2018,YR2018,Tunisia,TUN,1.544968116,11310.57703,2.504516661,0.221431378,75.95,72.864,79.323,..,..,..,..,2.811668571,..,..,..,..,..,..,..,..,..,..,41391.63
2018,YR2018,Turkiye,TUR,2.085157754,27802.54778,4.972048793,0.178834286,77.563,74.417,80.684,..,49.6640478,40.63527567,..,2.104432701,2.609610131,1097000,..,15.6,39.8,..,..,..,..,..,499294.1
2018,YR2018,Turkmenistan,TKM,4.507069544,14663.27316,12.04489778,0.82143309,68.796,65.408,72.192,..,..,..,..,7.330176301,..,..,..,..,..,..,..,..,..,..,154969
2018,YR2018,Uganda,UGA,2.749030459,2239.152597,0.14122231,0.063069534,62.714,60.587,64.744,..,..,..,3.5,0.750289401,10.83212625,32000,3,..,..,..,..,..,2.5,3.5,42843.2
2018,YR2018,Ukraine,UKR,4.016381776,12631.65723,4.159866102,0.347650514,71.58268293,66.69,76.72,..,69.30788325,35.04275488,..,5.502496822,4.504245718,800000,..,5,..,..,..,..,..,..,244839.7
2018,YR2018,United Arab Emirates,ARE,0.517239889,73259.90487,19.37866794,0.264519425,79.627,78.028,81.79,..,..,..,..,1.619549108,..,..,..,9.1,..,..,..,..,..,..,229383.3
2018,YR2018,United Kingdom,GBR,1.090623956,47573.48802,5.427818731,0.114093352,81.25609756,79.5,83.1,..,..,..,..,0.497827979,1.136483485,..,..,12.2,..,..,..,..,..,..,453433.5
2018,YR2018,United States,USA,2.404867872,62805.25376,15.22253829,0.24237683,78.63902439,76.2,81.2,..,..,..,..,0.930998243,4.929848302,..,..,18.2,..,..,..,..,..,..,6121633
2018,YR2018,Uruguay,URY,0.335943932,23738.50796,1.909547651,0.08044093,77.611,73.753,81.283,..,75.96149073,34.74732393,..,0.420864451,12.28464664,..,..,16.9,..,..,..,..,..,..,36236.51
2018,YR2018,Uzbekistan,UZB,3.540796763,7252.137355,3.412858318,0.470600342,71.149,68.479,73.815,..,25.16108594,28.10071281,3.5,8.138857598,1.460727869,..,3,..,..,..,..,..,2.5,3.5,183812.6
2018,YR2018,"Venezuela, RB",VEN,..,..,4.430005271,..,71.979,67.832,76.431,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,293718.5
2018,YR2018,Vietnam,VNM,6.467176044,9866.217883,3.009051426,0.3049853,73.976,69.245,78.777,..,..,..,..,3.802236053,..,..,..,14,..,..,..,..,..,..,398894.9
2018,YR2018,"Yemen, Rep.",YEM,-1.721734758,..,0.315671908,..,64.575,60.901,68.601,..,..,..,3,1.763896635,..,2324000,1.5,..,..,..,..,..,1.5,2.5,23855.66
2018,YR2018,Zambia,ZMB,0.89734746,3507.79523,0.433451804,0.123568161,62.342,59.674,64.916,..,..,..,3,1.169095611,..,..,3,..,..,..,..,..,2.5,3.5,37562.17
2018,YR2018,Zimbabwe,ZWE,2.909395136,2456.948771,0.822618166,0.334812909,61.414,58.968,63.594,..,..,..,3,1.450331432,4.876368771,..,2.5,..,..,..,..,..,2.5,4,30831.64
2018,YR2018,Sub-Saharan Africa,SSF,0.079298323,3900.869856,0.73394897,0.188150079,60.86302414,59.01097907,62.72965827,..,..,..,2.947368421,1.837356239,13.6,16442500,2.855263158,..,..,..,..,..,2.710526316,3.210526316,2220468.723
2018,YR2018,South Asia,SAS,5.082551446,6270.287925,1.504340719,0.239915732,70.25347861,68.70592846,71.91581675,..,..,..,3.166666667,3.090545583,3.1,3659000,3,..,..,..,..,..,2.916666667,3.166666667,4129769.813
2018,YR2018,Pacific island small states,PSS,1.753470875,7421.629228,1.361339577,0.18342867,69.21374829,67.33944738,71.26162343,..,..,..,2.625,1.245986729,..,..,2.8125,..,..,..,..,..,3.4375,3,6046.09
2018,YR2018,North America,NAC,2.298652597,61504.08788,15.26344952,0.248169675,78.9657813,76.56763922,81.48402171,..,..,..,..,0.961489374,4.6,..,..,..,..,..,..,..,..,..,6859626
2018,YR2018,Middle East & North Africa,MEA,0.256156693,16521.00609,5.377236015,0.325478726,73.81151713,71.64244588,76.194284,..,..,..,3,2.81957871,4,..,2.25,..,..,..,..,..,2,2.5,3671146.831
2018,YR2018,Euro area,EMU,1.539657717,47536.85873,6.435730294,0.135384004,82.05155281,79.55285467,84.68417432,..,..,..,..,0.625098409,..,..,..,..,..,..,..,..,..,..,2704625.333
2018,YR2018,Europe & Central Asia,ECS,1.852613996,35736.60824,6.724607065,0.188171385,77.91145458,74.81077117,81.18732531,..,..,..,3.4,1.049112331,2.7,..,3.1,..,..,..,..,..,2.6,3.3,8186908.596
