Time,Time Code,Country Name,Country Code,GDP per capita growth (annual %),"GDP per capita, PPP (current international $)",CO2 emissions (metric tons per capita),CO2 emissions (kg per PPP $ of GDP),"Life expectancy at birth, total (years)","Life expectancy at birth, male (years)","Life expectancy at birth, female (years)",CO2 intensity (kg per kg of oil equivalent energy use),Coverage of social protection and labor programs (% of population),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),CPIA social protection rating (1=low to 6=high),Adjusted savings: carbon dioxide damage (% of GNI),"Intentional homicides (per 100,000 people)","Internally displaced persons, total displaced by conflict and violence (number of people)",CPIA quality of public administration rating (1=low to 6=high),Proportion of people living below 50 percent of median income (%),Multidimensional poverty headcount ratio (% of total population),CO2 emissions from gaseous fuel consumption (kt),CO2 emissions from liquid fuel consumption (kt),CO2 emissions from solid fuel consumption (kt),"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),Total greenhouse gas emissions (kt of CO2 equivalent)
2016,YR2016,Israel,ISR,2.492643711,37843.19463,7.603580623,0.200923328,82.40731707,80.7,84.2,..,..,..,..,0.731023768,1.274664607,..,..,21.2,..,18037.973,22786.738,20850.562,..,..,86946.38
2016,YR2016,Italy,ITA,1.465690444,39926.95466,5.498244377,0.137707582,83.24390244,81,85.6,..,..,..,..,0.63590995,0.672004707,..,..,15.7,30,..,..,..,..,..,409767.8
2016,YR2016,Jamaica,JAM,1.076815428,9533.839562,2.702363261,0.283449626,72.02,70.121,73.917,..,..,..,..,2.016379337,48.31063524,..,..,..,..,0,7576.022,194.351,..,..,9086.854
2016,YR2016,Japan,JPN,0.805362825,40596.96866,9.189713242,0.226364518,83.98487805,80.98,87.14,..,..,..,..,0.809942416,0.285053157,..,..,..,..,232916.839,442628.902,433780.431,..,..,1261870
2016,YR2016,Jordan,JOR,-2.820745316,9056.909871,2.491204915,0.275061246,75.215,73.222,77.485,..,..,..,..,2.251564751,1.314646553,..,..,..,..,6985.635,14873.352,854.411,..,..,35261.33
2016,YR2016,Kazakhstan,KAZ,-0.327514633,23818.82483,11.36068198,0.476962321,72.41,67.99,76.61,..,..,..,..,5.86258302,..,..,..,4.6,..,65800.648,42691.214,134127.859,..,..,259510.4
2016,YR2016,Kenya,KEN,1.943668144,4025.841747,0.399069458,0.099126961,62.163,60.149,64.204,..,..,..,3.5,0.929844488,4.933743149,138000,3.5,..,..,0,13263.539,1305.452,3,3.5,71642.67
2016,YR2016,"Korea, Dem. People's Rep.",PRK,..,..,1.181518693,..,72.805,69.854,75.514,..,..,..,..,..,..,..,..,..,..,0,3201.291,21690.305,..,..,52057.04
2016,YR2016,"Korea, Rep.",KOR,2.539144729,39575.45428,12.02476803,0.303844093,82.27560976,79.3,85.4,..,..,..,..,1.469000522,0.693822083,..,..,12.2,..,94619.601,188307.784,309945.841,..,..,694678
2016,YR2016,Kosovo,XKX,6.203622556,10007.68923,..,..,78.981,76.494,81.494,..,..,..,3.5,4.831221121,2.170531832,17000,3,7,..,0,1914.174,6673.94,3,3,..
2016,YR2016,Kuwait,KWT,-0.61701596,43678.51632,22.61545891,0.517770767,79.701,78.175,82.203,..,..,..,..,2.690422078,..,..,..,..,..,41627.784,54685.971,0,..,..,131717
2016,YR2016,Kyrgyz Republic,KGZ,2.231805266,4681.174733,1.595657538,0.340866904,70.95121951,67,75.1,..,..,..,3.5,5.396224774,2.9962167,..,3,3.6,..,546.383,5115.465,3483.65,3,2.5,16194.92
2016,YR2016,Lao PDR,LAO,5.408586405,6798.360308,2.278533289,0.335159242,67.167,65.122,69.346,..,..,..,2.5,3.702367249,..,..,3,..,..,0,2918.932,13846.592,2.5,3.5,26546.73
2016,YR2016,Latvia,LVA,3.308434398,26721.7262,3.646422599,0.136459096,74.5804878,69.8,79.6,..,..,..,..,0.915604313,3.496368844,..,..,12.5,28.5,2533.897,3762.342,154.014,..,..,11404.81
2016,YR2016,Lebanon,LBN,3.831447225,16588.08663,4.443711943,0.267885745,79.505,77.492,81.264,..,..,..,..,1.984323214,3.75482165,12000,..,..,..,0,21459.284,645.392,..,..,34053.17
2016,YR2016,Lesotho,LSO,2.380280033,2894.83384,0.321521061,0.11106719,52.264,49.564,55.096,..,..,..,3,1.032197865,..,..,3,..,..,0,803.073,1708.822,3,3.5,2355.287
2016,YR2016,Liberia,LBR,-3.51645551,1393.543985,0.299672956,0.215043773,60.416,59.255,61.554,..,14.25467204,3.395970566,2.5,1.624269326,..,..,2.5,12.2,..,0,1265.115,0,3,3,2308.148
2016,YR2016,Libya,LBY,-2.901590108,21871.7681,8.11038051,0.370815038,71.756,68.501,75.474,..,..,..,..,3.663471427,..,304000,..,..,..,9559.869,29864.048,0,..,..,90205.21
2016,YR2016,Liechtenstein,LIE,..,..,3.976362041,..,82.25853659,80.6,84,..,..,..,..,0.089990456,0,..,..,..,..,51.338,0,0,..,..,163.538
2016,YR2016,Lithuania,LTU,3.829841264,30925.17085,3.905682632,0.126294618,74.67073171,69.5,80.1,..,..,..,..,0.968870147,5.215304293,..,..,15,30.1,4217.05,7535.685,704.064,..,..,18899.76
2016,YR2016,Luxembourg,LUX,2.739791802,113365.1761,15.21166158,0.134182843,82.68536585,80.1,85.4,..,..,..,..,0.770917788,0.857116899,..,..,11,19.8,1624.481,6611.601,201.685,..,..,9846.42
2016,YR2016,"Macao SAR, China",MAC,-2.493560935,112351.2772,..,..,84.231,81.409,87.018,..,..,..,..,0.227286081,0.159568909,..,..,..,..,18.335,1749.159,0,..,..,..
2016,YR2016,North Macedonia,MKD,2.735853223,15137.93452,3.520451245,0.232558229,75.4,73.4,77.5,..,..,..,..,2.558120122,0.900390295,150,..,18.8,41.1,363.033,2845.592,3417.644,..,..,10362.16
2016,YR2016,Madagascar,MDG,1.338346028,1568.389357,0.124763837,0.07954902,64.997,62.952,67.136,..,..,..,3,1.003550502,..,..,2.5,..,..,0,2731.915,1052.429,2.5,3,29564.25
2016,YR2016,Malawi,MWI,-0.263775657,1437.616573,0.064588319,0.044927361,62.209,58.86,65.671,..,41.52312278,4.715270035,3.5,0.743461044,..,..,2.5,9.5,..,0,931.418,216.353,2.5,3.5,8423.09
2016,YR2016,Malaysia,MYS,2.933762254,24864.04533,7.48462131,0.301021866,75.289,72.927,77.938,..,76.7262119,7.60968659,..,2.892869412,1.446405995,..,..,..,..,73585.689,87747.643,71777.858,..,..,293680.2
2016,YR2016,Maldives,MDV,1.967739642,18225.96857,3.867236688,0.21218278,79.872,79.146,80.814,..,27.54904849,7.849575981,3.5,1.569815998,3.962553866,..,3,9.7,28.4,0,1444.798,0,3,3.5,2096.317
2016,YR2016,Mali,MLI,2.528448295,2103.008648,0.249533345,0.118655406,58.731,57.777,59.704,..,..,..,3,1.228495433,..,37000,2.5,..,39.8,0,2863.927,0,3,3.5,39985.52
2016,YR2016,Malta,MLT,1.041988501,39705.64187,2.969764316,0.074794517,82.45365854,80.6,84.4,..,..,..,..,0.460580013,1.069049935,..,..,10,20.3,0,1342.122,0,..,..,1884.57
2016,YR2016,Mauritania,MRT,-1.379893038,4829.604325,0.805179805,0.166717551,64.768,63.11,66.483,..,..,..,3,1.863501456,..,..,3,..,..,0,2299.209,0,3,3,13193.35
2016,YR2016,Mauritius,MUS,3.791115237,21313.30635,3.19397407,0.149858216,74.39487805,71.19,77.76,..,..,..,..,1.158342906,1.622986434,..,..,..,..,0,2632.906,1716.156,..,..,6531.426
2016,YR2016,Mexico,MEX,1.474053227,19612.14849,3.894979709,0.198600358,74.412,71.398,77.486,..,39.57134526,24.16879577,..,1.619433152,20.20997147,311000,..,17.5,43.2,151579.112,252597.628,47659.999,..,..,674001.6
2016,YR2016,Moldova,MDA,5.630274163,10606.63211,2.904908914,0.273876654,69.917,65.474,74.51,..,..,..,3.5,3.432018386,6.201313872,..,3.5,4.2,..,1727.157,2464.224,271.358,2.5,4,12762.61
2016,YR2016,Monaco,MCO,2.583664226,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,YR2016,Mongolia,MNG,-0.681209926,10832.48254,5.998504731,0.553751618,69.865,65.881,74.048,..,93.89875013,23.26968525,3.5,6.359709685,6.073500246,..,3,10.2,..,0,3050.944,22101.009,3.5,3.5,47856.97
2016,YR2016,Montenegro,MNE,2.925458009,18199.30712,3.456033476,0.189899179,76.44146341,74.1,78.9,..,..,..,..,1.748690084,4.421540165,..,..,18.9,34.6,0,832.409,1184.441,..,..,3399.906
2016,YR2016,Morocco,MAR,-0.722002651,7693.057129,1.718049005,0.220154947,73.284,71.502,75.176,..,..,..,..,1.968795504,1.691957563,..,..,..,..,2365.215,34682.486,16248.477,..,..,80263.86
2016,YR2016,Mozambique,MOZ,0.625697475,1370.244908,0.262921374,0.191879111,59.038,56.492,61.475,..,..,..,3,2.234210257,..,15000,3,..,..,1320.12,5625.178,51.338,2.5,3.5,32146.85
2016,YR2016,Myanmar,MMR,9.638069185,4120.737169,0.421272122,0.102232223,65.685,62.683,68.838,..,..,..,2.5,1.344738281,2.580341878,644000,2.5,..,..,8085.735,14502.985,1210.11,3,2.5,110092.1
2016,YR2016,Namibia,NAM,-1.71633794,10582.81823,1.776269803,0.167844686,61.682,58.113,65.201,..,..,..,..,1.411010987,..,..,..,..,..,0,3689.002,139.346,..,..,12298.82
2016,YR2016,Nepal,NPL,-0.471182005,2925.532146,0.373699095,0.127737135,68.776,67.031,70.515,..,..,..,3,1.50475688,2.146355148,50000,3,..,..,0,5394.157,2614.571,3,3.5,39782.14
2016,YR2016,Netherlands,NLD,1.649315547,52288.41508,9.309012153,0.17803202,81.56097561,80,83.2,..,..,..,..,0.744205716,0.548920976,..,..,8.5,16.7,68774.585,62936.721,37836.106,..,..,187343.2
2016,YR2016,New Caledonia,NCL,..,..,..,..,76.93170732,74.2,79.8,..,..,..,..,..,..,..,..,..,..,0,2849.259,2427.554,..,..,..
2016,YR2016,New Zealand,NZL,1.462776247,39933.57444,6.615409092,0.165660329,81.65853659,80,83.4,..,..,..,..,0.612884829,1.07110395,..,..,..,..,9640.543,19479.104,4532.412,..,..,80810.45
2016,YR2016,Nicaragua,NIC,3.080188614,5618.066546,0.841994386,0.149872626,73.256,70.344,76.122,..,..,..,3.5,1.527078161,7.090050687,..,3,..,..,0,5243.81,0,2.5,3.5,18422.49
2016,YR2016,Niger,NER,1.729851533,1146.010418,0.10078319,0.087942647,61.629,60.656,62.599,..,..,..,3,0.70587949,..,136000,3,..,..,0,1631.815,359.366,3,3.5,37541.05
2016,YR2016,Nigeria,NGA,-4.052706363,5159.580444,0.587458011,0.113857709,52.043,51.848,52.229,..,..,..,4,1.00519658,33.6041932,1955000,2.5,..,..,31862.563,61664.272,121.011,3,3.5,289538.3
2016,YR2016,Norway,NOR,0.18505968,58939.91261,7.405551494,0.125645783,82.40731707,80.7,84.2,..,..,..,..,0.361574935,0.51560276,..,..,9.2,15.3,12680.486,23373.458,2874.928,..,..,48736.77
2016,YR2016,Oman,OMN,0.119161082,33800.29205,16.39953434,0.485189131,77.916,76.544,79.799,..,..,..,..,3.545262058,0.363795938,..,..,..,..,51583.689,6178.895,0,..,..,94725.31
2016,YR2016,Pakistan,PAK,4.263753957,4733.546102,0.848207169,0.179190643,65.88,63.684,68.325,..,..,..,3.5,2.109718149,3.988294767,464000,3,..,..,74982.816,83020.88,24682.577,3,3,399112.3
2016,YR2016,Palau,PLW,-0.206754779,18022.44262,13.98742703,0.776111614,..,..,..,..,..,..,..,2.771864385,0,..,..,..,..,0,223.687,0,..,..,277.65
2016,YR2016,Panama,PAN,3.148432711,27902.76813,2.67456566,0.095853058,77.653,74.692,80.736,..,74.67044601,18.94704212,..,0.71929243,10.05877179,..,..,22.9,..,0,8786.132,832.409,..,..,17862.21
2016,YR2016,Papua New Guinea,PNG,2.917343102,3851.264927,0.861248955,0.223627554,64.84,62.439,67.927,..,..,..,2.5,1.339957152,..,8400,3,..,..,1613.48,5823.196,0,3,2,22153.11
2016,YR2016,Paraguay,PRY,2.792759759,13024.14989,1.146089236,0.087997239,73.534,70.826,76.413,..,66.65952327,26.82852811,..,0.740665522,10.67561908,..,..,19.1,34.28,0,6802.285,3.667,..,..,47404.4
2016,YR2016,Peru,PER,2.547867082,11933.60033,1.826383697,0.153045489,75.789,73.697,77.953,..,64.94732736,18.88793317,..,1.110115851,7.821338529,62000,..,20.6,..,17102.888,31928.569,3215.959,..,..,100068.8
2016,YR2016,Philippines,PHL,5.265571274,7614.773193,1.162911949,0.152717871,71.387,69.571,73.179,..,..,..,..,1.237180681,10.63644496,87000,..,..,..,7638.361,56189.441,45991.514,..,..,204847.2
2016,YR2016,Poland,POL,2.997773055,28165.83655,7.895752254,0.280330827,77.85121951,73.9,82,..,..,..,..,2.383023763,0.674761863,..,..,9.9,21.9,33516.38,66251.689,191399.065,..,..,359421.6
2016,YR2016,Portugal,PRT,2.341823216,31607.75424,4.722059625,0.149395607,81.12439024,78.1,84.3,..,..,..,..,0.869387373,0.63874555,..,..,12.5,..,9845.895,26006.364,10795.648,..,..,66450.68
2016,YR2016,Puerto Rico,PRI,0.666133348,34346.86733,..,..,80.27,76.139,84.464,..,..,..,..,0.23275772,20.50839555,..,..,..,..,..,..,..,..,..,..
2016,YR2016,Qatar,QAT,-4.107862468,84998.46792,33.49296346,0.394041967,80.433,79.584,82.064,..,..,..,..,2.072349856,0.462398166,..,..,..,..,96145.073,2497.227,0,..,..,109368.6
2016,YR2016,Romania,ROU,3.449295219,23904.70386,3.633500652,0.1519994,75.2097561,71.6,79,..,81.43600407,53.63082858,..,1.406482731,1.54562472,..,..,18.8,38.8,20630.542,23846.501,20773.555,..,..,99339.21
2016,YR2016,Russian Federation,RUS,0.01024792,24128.08594,10.88743178,0.44406009,71.65121951,66.5,77.06,..,77.87514109,25.58163455,..,4.54653701,10.93245966,19000,..,11.8,..,850380.967,391342.24,441708.485,..,..,2285747
2016,YR2016,Rwanda,RWA,3.413249166,1841.107989,0.097527437,0.052972144,65.737,63.33,67.924,..,..,..,4,0.492839956,3.285586305,..,3.5,12.4,28.7,55.005,861.745,0,3.5,4,5053.258
2016,YR2016,Saudi Arabia,SAU,-0.356957839,44160.28801,16.79513901,0.380322226,77.064,75.861,78.716,..,..,..,..,3.050672082,..,..,..,..,..,212975.693,322490.648,0,..,..,739816.3
2016,YR2016,Senegal,SEN,3.520140277,3126.431885,0.686906343,0.219709358,67.497,65.073,69.787,..,..,..,3,1.961960586,..,24000,3.5,..,..,44.004,6831.621,1730.824,3.5,3.5,27407.24
2016,YR2016,Serbia,SRB,3.88118476,15858.01082,6.605139295,0.416517517,75.68780488,73.2,78.3,..,..,..,..,4.354606729,1.54805207,..,..,19.9,38.5,4330.727,8896.142,31092.493,..,..,62958.96
2016,YR2016,Sierra Leone,SLE,3.520246089,1561.45038,0.124434324,0.079691501,58.404,57.235,59.556,..,..,..,3.5,1.019161217,..,..,3,..,..,0,931.418,0,3,3,6888.582
2016,YR2016,Singapore,SGP,2.22673004,89436.59811,8.221593239,0.091926498,82.84634146,80.7,85.1,..,..,..,..,0.55314776,0.315129747,..,..,..,..,19849.471,15852.441,1833.5,..,..,63779.99
2016,YR2016,Slovak Republic,SVK,1.812607028,29645.74189,5.800381454,0.195656478,77.16585366,73.8,80.7,..,..,..,..,1.291584612,1.104727525,..,..,9.2,18.1,8921.811,8577.113,13164.53,..,..,38501.22
2016,YR2016,Slovenia,SVN,3.116346601,33936.04406,6.732550718,0.198389379,81.17560976,78.2,84.3,..,..,..,..,1.144045677,0.478464321,..,..,7,18.4,1613.48,6820.62,3850.35,..,..,16919.22
2016,YR2016,Somalia,SOM,4.515795864,1127.866195,0.046058004,0.040836408,55.044,52.887,57.293,..,..,..,..,0.430650507,..,1107000,..,..,..,0,645.392,0,..,..,25660.5
2016,YR2016,South Africa,ZAF,-0.309171167,13696.16357,7.534988753,0.550153239,64.747,61.307,67.794,..,..,..,..,4.842285265,33.70300206,..,..,..,7,10131.921,60424.826,399603.991,..,..,536193.1
2016,YR2016,South Sudan,SSD,..,..,0.156351309,..,55.544,53.829,57.233,..,..,..,1.5,..,..,1854000,1.5,18.6,..,0,1727.157,0,1.5,1,56622.66
2016,YR2016,Spain,ESP,2.950815909,37286.21343,5.314365599,0.14252897,83.32926829,80.5,86.3,..,..,..,..,0.71738502,0.632621107,..,..,16.9,27.9,57348.213,140244.415,38928.872,..,..,315702.7
2016,YR2016,Sri Lanka,LKA,3.899189452,13056.64225,1.034127246,0.079203154,75.331,71.407,79.355,..,35.14069518,17.3317403,..,0.917701957,2.473688588,44000,..,9.7,2.37,0,16486.832,5529.836,..,..,33865.4
2016,YR2016,Sudan,SDN,0.29878369,4813.868652,0.536625678,0.111474933,64.78,62.23,67.432,..,..,..,2.5,0.752405759,..,3300000,2,..,..,0,17997.636,0,1.5,2,106117
2016,YR2016,Suriname,SUR,-5.893360629,14633.19259,5.081899999,0.3472858,71.592,68.46,74.851,..,..,..,..,3.361995481,7.051300793,..,..,..,..,7.334,1653.817,0,..,..,4715.007
2016,YR2016,Sweden,SWE,0.7961463,50430.25282,3.908300695,0.07749913,82.30731707,80.6,84.1,..,..,..,..,0.268524757,1.064971607,..,..,10.4,18.3,1873.837,32126.587,7854.714,..,..,50388.82
2016,YR2016,Switzerland,CHE,0.960131673,68105.15498,4.737238602,0.06955771,83.60243902,81.7,85.6,..,..,..,..,0.205668043,0.537448324,..,..,11.1,..,6864.624,24884.262,443.707,..,..,48854.84
2016,YR2016,Syrian Arab Republic,SYR,-5.216546919,..,1.389071396,..,65.993,61.574,71.005,..,..,..,..,7.796647682,..,6326000,..,..,..,6959.966,19754.129,3.667,..,..,47450.08
2016,YR2016,Tajikistan,TJK,4.433560892,3092.853611,0.698461649,0.225830814,69.549,67.254,72.088,..,..,..,3,2.706108415,..,..,3,..,..,7.334,2394.551,2233.203,2.5,3,13854.79
2016,YR2016,Tanzania,TZA,3.220842912,2417.691406,0.205809359,0.087688742,65.386,63.172,67.691,..,..,..,4,0.826498352,6.321481835,..,3.5,..,..,1591.478,8045.398,733.4,3,3,81448.3
2016,YR2016,Thailand,THA,2.977158499,16231.25449,3.70494516,0.228259939,78.049,73.688,82.588,..,..,..,..,2.384691559,..,35000,..,10.8,..,84608.691,120086.916,59148.71,..,..,395335.4
2016,YR2016,Timor-Leste,TLS,1.800103278,3117.111939,0.491277698,0.157606691,67.446,65.869,69.167,..,..,..,2.5,0.965964866,..,..,2,..,..,0,495.045,0,2.5,2,6639.998
2016,YR2016,Togo,TGO,2.967069878,1915.58503,0.300208031,0.156718718,59.55,59.325,59.757,..,..,..,3,1.35956123,..,1500,3,..,..,14.668,2236.87,0,2.5,4,7385.409
2016,YR2016,Tonga,TON,6.989392521,5926.576629,1.437936939,0.242625217,70.661,67.991,73.561,..,..,..,2.5,1.274126065,..,..,3.5,..,..,0,128.345,0,3.5,3,296.74
2016,YR2016,Trinidad and Tobago,TTO,-7.345237982,25968.172,12.46193843,0.479892787,74.281,70.879,77.674,..,..,..,..,2.850064558,31.5109715,..,..,..,..,37803.103,5705.852,0,..,..,28518.25
2016,YR2016,Tunisia,TUN,0.011379109,10634.50162,2.533565264,0.23824015,75.786,72.76,79.078,..,..,..,..,2.449858287,..,..,..,..,..,11943.419,13193.866,0,..,..,40937.84
2016,YR2016,Turkiye,TUR,1.571837928,26122.1133,4.623448554,0.176993664,76.66,73.448,79.894,..,50.36213194,39.38843786,..,1.56326829,3.337472486,1108000,..,16,45.1,87630.299,99383.034,148099.129,..,..,458996.4
2016,YR2016,Turkmenistan,TKM,4.351811629,13375.22898,12.49667508,0.934314852,68.777,65.538,71.995,..,..,..,..,7.47675525,..,..,..,..,..,48899.445,19985.15,0,..,..,152935
2016,YR2016,Uganda,UGA,1.344186746,2141.124329,0.127698509,0.059640866,61.648,59.4,63.809,..,1.188781831,19.97506115,3.5,0.61955507,11.56695937,53000,3,13.1,44.3,0,4437.07,0,2,3.5,40258.88
2016,YR2016,Ukraine,UKR,2.854802608,11148.19629,4.480763586,0.423893387,71.47634146,66.73,76.46,..,67.60232639,30.44801887,..,7.67769455,..,1653000,..,5.2,..,58638.997,33109.343,106001.969,..,..,259413.1
2016,YR2016,United Arab Emirates,ARE,4.65350539,68853.81977,22.35656218,0.324696034,79.335,77.684,81.396,..,..,..,..,1.944541993,..,..,..,..,..,135022.607,52335.424,6985.635,..,..,252918.7
2016,YR2016,United Kingdom,GBR,1.393848825,44635.29956,5.804032223,0.130032335,81.15609756,79.4,83,..,..,..,..,0.518690201,1.201732633,..,..,12.2,..,158960.783,167816.588,45012.425,..,..,476539.7
2016,YR2016,United States,USA,0.933375362,57866.74493,15.14989449,0.261806578,78.53902439,76.1,81.1,..,..,..,..,0.9241045,5.321655653,..,..,18,..,1498556.22,2127054.351,1323423.967,..,..,5974204
2016,YR2016,Uruguay,URY,1.36367742,22522.6243,1.911173759,0.084855731,77.571,73.586,81.356,..,77.62310181,33.1955174,..,0.429019635,7.821274217,..,..,17.5,..,106.343,6274.237,11.001,..,..,37094.07
2016,YR2016,Uzbekistan,UZB,4.106072761,6796.904892,3.30423356,0.486137972,70.755,68.016,73.505,..,..,..,3.5,4.344097739,2.406721691,..,3,..,..,75012.152,6560.263,6094.554,2,3.5,170891.6
2016,YR2016,"Venezuela, RB",VEN,..,..,4.914060046,..,72.058,67.757,76.742,..,..,..,..,..,56.62384941,..,..,..,..,48796.769,76973.997,469.376,..,..,349730.9
2016,YR2016,Vietnam,VNM,5.618680387,8277.684129,2.402278947,0.290211478,73.938,69.18,78.755,..,..,..,..,3.306865644,..,..,..,13.4,..,20384.853,52559.111,81187.38,..,..,334448.7
2016,YR2016,"Yemen, Rep.",YEM,-11.72001834,..,0.37070777,..,66.064,63.32,68.941,..,..,..,3,1.246701388,..,1974000,2,..,..,986.423,8104.07,322.696,1.5,3,23896.81
2016,YR2016,Zambia,ZMB,0.561270608,3322.578918,0.316995215,0.095406376,61.794,59.349,64.121,..,..,..,2.5,0.940606614,..,..,3,..,..,0,2940.934,854.411,3,3.5,36392.21
2016,YR2016,Zimbabwe,ZWE,-1.177892602,2724.452742,0.762286421,0.279794327,60.306,57.956,62.416,..,..,..,2.5,2.198268664,..,..,2.5,..,..,0,3164.621,7069.976,2,4,28526.97
2016,YR2016,Sub-Saharan Africa,SSF,-1.286580468,3755.791924,0.757159875,0.201597929,60.06902088,58.26218093,61.88822981,..,..,..,2.973684211,1.841161269,13.6,12199200,2.868421053,..,..,77079.25181,286755.733,607849.0532,2.684210526,3.171052632,2167419.158
2016,YR2016,South Asia,SAS,6.383493391,5519.964665,1.386357078,0.251153252,69.60886399,68.08962854,71.24918463,..,..,..,3.166666667,3.013331712,3.2,3333000,3.083333333,..,..,234218.2789,774708.755,1562836.423,3,3.25,3803609.817
2016,YR2016,Pacific island small states,PSS,2.494261734,6770.469622,1.320429455,0.19502775,68.82751124,66.94670724,70.894243,..,..,..,2.625,1.225043612,..,..,2.8125,..,..,..,3259.963,..,3.4375,3,5723.232
2016,YR2016,North America,NAC,0.839605415,56724.76313,15.17437549,0.267508838,78.87972427,76.48498011,81.39454074,..,..,..,..,0.953428973,5,..,..,..,..,1716152.657,2380205.696,1389747.497,..,..,6678951.6
2016,YR2016,Middle East & North Africa,MEA,2.340631182,15543.48786,5.516040145,0.354877888,73.15252184,70.9661631,75.56219633,..,..,..,3,2.778678448,3.8,..,2.25,..,..,1218142.149,1138024.114,..,2,2.75,3568817.425
2016,YR2016,Euro area,EMU,1.566436405,43529.85145,6.622981006,0.152148027,81.95633831,79.36211147,84.68926572,..,..,..,..,0.673910757,..,..,..,..,..,..,..,..,..,..,2781831.217
2016,YR2016,Europe & Central Asia,ECS,1.460948248,32333.8129,6.688780175,0.206866422,77.56514697,74.37634815,80.94244118,..,..,..,3.4,1.081450482,3.3,..,3.1,..,..,2467113.858,2233132.66,2245148.175,2.6,3.2,8080286.174
2016,YR2016,European Union,EUU,1.760734125,40548.84183,6.520816242,0.160813872,80.95129748,78.19021825,83.86328928,..,..,..,..,0.750371583,..,..,..,..,..,731992.5481,1291006.254,1188521.608,..,..,3599125.117
2016,YR2016,East Asia & Pacific,EAS,3.935188465,15609.09967,5.869002272,0.37599877,76.13792375,73.44801719,78.98899679,..,..,..,2.642857143,2.194253726,1.3,..,2.75,..,..,1178161.83,2778999.686,8629124.556,3.142857143,2.892857143,16866576.19
2016,YR2016,Caribbean small states,CSS,-2.433810697,15493.71692,5.130235454,0.331117154,72.5605217,69.88627411,75.29924644,..,..,..,3.3,1.947559261,..,..,3.3,..,..,..,22504.379,..,3.9,3.4,60021.544
2016,YR2016,Arab World,ARB,1.379452888,13594.67648,4.403926554,0.323944932,70.94306228,68.86461346,73.22839854,..,..,..,2.8,2.599376184,..,16262600,2.4,..,..,833572.7073,919881.618,..,2.2,2.7,2744487.038
2016,YR2016,Africa Western and Central,AFW,-2.530711829,3998.951876,0.490802833,0.122732868,56.58167849,55.71710556,57.448601,..,..,..,3.025,1.101571371,..,3185200,2.95,..,..,49110.88656,121869.078,3632.489127,2.85,3.225,781933.142
2016,YR2016,Africa Eastern and Southern,AFE,-0.235775007,3591.099809,0.938560007,0.26135726,62.44404489,60.02124372,64.86778507,..,..,..,2.916666667,2.422905891,..,..,2.777777778,..,..,..,164886.655,605867.3468,2.5,3.111111111,1385486.016
2017,YR2017,Afghanistan,AFG,-0.253593782,2096.093111,0.134186907,0.064017627,63.016,60.105,66.099,..,..,..,2.5,0.934205027,6.800694686,1286000,2.5,..,..,..,..,..,2,2.5,26526.93
2017,YR2017,Albania,ALB,3.897740606,12770.98786,1.790456582,0.140197188,79.047,76.873,81.504,..,..,..,..,1.473578797,2.014340017,..,..,11.7,51.8,..,..,..,..,..,9656.962
2017,YR2017,Algeria,DZA,-0.663171193,11809.48303,3.849017854,0.325926024,75.743,74.7,76.821,..,..,..,..,3.535843056,1.273806508,..,..,..,..,..,..,..,..,..,268897.1
2017,YR2017,Angola,AGO,-3.633445779,7216.061373,0.802658102,0.111232161,61.68,59.331,64.019,..,..,..,..,1.401691203,..,..,..,..,..,..,..,..,..,..,81013.1
2017,YR2017,Argentina,ARG,1.757648183,23597.11775,4.071396742,0.172537883,76.833,73.526,80.085,..,50.68987733,40.43790588,..,1.069774483,5.259380765,..,..,19.7,..,..,..,..,..,..,377205.7
2017,YR2017,Armenia,ARM,8.024397049,12509.63961,1.88339587,0.150555566,74.906,69.92,79.381,..,71.05506707,35.96853028,..,1.683814236,2.45448422,..,..,6.9,25.8,..,..,..,..,..,9250.183
2017,YR2017,Aruba,ABW,4.917138767,38865.1882,..,..,75.903,72.838,78.794,..,..,..,..,1.684702655,..,..,..,..,..,..,..,..,..,..,..
2017,YR2017,Australia,AUS,0.604963408,48400.24579,15.82337577,0.326927591,82.5,80.5,84.6,..,..,..,..,1.128331377,0.845860834,..,..,..,..,..,..,..,..,..,623270.5
2017,YR2017,Austria,AUT,1.550724086,54172.98679,7.485740942,0.138182171,81.64390244,79.4,84,..,..,..,..,0.596177045,0.795680953,..,..,10.7,18.1,..,..,..,..,..,78653.98
2017,YR2017,Azerbaijan,AZE,-0.778416126,14121.40694,3.243037648,0.229654004,72.248,68.953,75.467,..,..,..,..,3.041282553,1.807067361,643000,..,..,..,..,..,..,..,..,50244.41
2017,YR2017,Bahrain,BHR,0.913957633,48929.44701,20.94844025,0.428135643,79.689,78.612,81.116,..,..,..,..,3.410481178,0.411852002,..,..,..,..,..,..,..,..,..,50244.29
2017,YR2017,Bangladesh,BGD,5.266455113,4830.776083,0.490403956,0.101516598,71.788,69.822,73.95,..,..,..,3.5,0.976868051,2.193530539,432000,2.5,..,..,..,..,..,2.5,3,203075.9
